IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z08AS;370;419;6050;-31.0;-23.0;-22.0;159;-2.0;16;-12.82;;Cenon 10 Avenue J. Jaurès;Sens Sortant;;
Z12AE;277;299;3616;-5.0;-6.0;-14.0;169;-3.0;28;1.36;;Bègles 99 Cours Victor Hugo;Sens Entrant;;
Z12AS;231;316;3333;7.0;1.0;-16.0;184;-6.0;28;2.51;;Bègles 99 Cours Victor Hugo;Sens Sortant;;
Z14BS;359;412;6082;7.0;5.0;-1.0;706;-6.0;48;;;Bordeaux Blvd A.Daney Latule  R.Maran;Sens Sortant;;
Z16CS;881;611;7970;-1.0;-7.0;-12.0;260;-1.0;40;-1.04;;Pessac Avenue de Canejan niveau rocade;Sens Sortant;;
Z17DS;359;487;3784;-11.0;-19.0;-15.0;146;-8.0;47;2.35;;Talence Avenue de Thouars (face au chateau);Sens Sortant;;
Z19CS;665;705;8658;-7.0;-2.0;-5.0;661;1.0;30;7.91;;Villenave d'Ornon Rue Pierre Proud'hon;Sens Sortant;;
Z19DS;534;530;5658;5.0;-5.0;-4.0;171;2.0;34;5.52;;Talence 177 chemin de Leysotte;Sens Sortant;;
Z20AE;602;655;8183;-11.0;-4.0;-8.0;192;-11.0;32;8.35;;Bordeaux 248 Avenue Tassigny;Sens Entrant;;
Z21CS;310;366;3983;-15.0;-24.0;-19.0;89;-42.0;36;8.88;;Le Bouscat 58 Avenue de Tivoli;Sens Sortant;;
Z22AS;356;731;6548;3.0;-2.0;-4.0;563;7.0;54;5.32;;Lormont 34 quai Elisabeth Dupeyron;Sens Sortant;;
Z22CS;795;820;13992;-14.0;20.0;-5.0;543;-8.0;38;6.36;;Lormont Avenue Kennedy Amitié;Sens Sortant;;
Z23AE;612;577;6717;2.0;-7.0;-2.0;149;-21.0;32;7.84;;Eysines 126 Avenue du Taillan;Sens Entrant;;
Z23EE;1136;1033;12606;-2.0;2.0;-8.0;687;10.0;58;-2.68;;Le Taillan-Médoc Route de Lacanau;Sens Entrant;;
Z26AE;749;730;9155;-8.0;-3.0;-4.0;425;6.0;33;-2.58;;Bègles Route de Courréjean;Sens Entrant;;
Z27AE;553;528;6110;-17.0;-21.0;-14.0;254;-10.0;40;0.29;;Pessac Avenue Pasteur niveau rocade;Sens Entrant;;
Z27AS;625;575;6521;;;;278;;41;;;Pessac Avenue Pasteur niveau rocade;Sens Sortant;;
Z28AE;829;606;8354;;;;514;;;;;Saint-Médard-en-Jalles Avenue de Capeyron;Sens Entrant;;
Z28AS;538;826;8000;;;;498;;;;;Saint-Médard-en-Jalles Avenue de Capeyron;Sens Sortant;;
Z29CS;785;1333;12027;-6.0;-8.0;-8.0;400;8.0;37;5.78;;Cenon Blvd de l'Entre-deux-Mers;Sens Sortant;;
Z30AE;368;637;7467;19.0;-22.0;-20.0;135;-37.0;48;0.2;;Mérignac Avenue Kennedy Matosinhos Lartigue;Sens Entrant;;
Z30AS;721;694;9325;-9.0;1.0;-12.0;265;-19.0;42;2.89;;Mérignac Avenue Kennedy Matosinhos Lartigue;Sens Sortant;;
Z30CS;431;428;5368;-17.0;-4.0;-12.0;265;-3.0;29;11.31;;Mérignac face au 153 Avenue de la Somme;Sens Sortant;;
Z30GE;750;721;11255;23.0;27.0;7.0;1107;12.0;63;5.08;Déviation Beutre;Mérignac Avenue François Mitterrand;Sens Entrant;;
Z30GS;764;1308;13741;17.0;0.0;1.0;1244;11.0;59;14.56;Déviation Beutre;Mérignac Avenue François Mitterrand;Sens Sortant;;
Z32AS;457;666;6613;-13.0;14.0;-13.0;348;-6.0;45;23.43;;Floirac 35 Avenue Gaston Cabannes;Sens Sortant;;
Z33AE;702;659;10194;;;;845;;43;;;Blanquefort Avenue du XI Novembre;Sens Entrant;;
Z35AE;518;766;10451;;;;428;;44;;;Ambares Avenue de la Libération;Sens Entrant;;
Z7CE;543;338;4949;3.0;20.0;-3.0;337;9.0;;;;Martignas Avenue du bassin d'Arcachon;Sens Entrant;;
Z10CT10;;;;;;;;;;;;Bordeaux Rue de Pessac après barrière;Sens Entrant;;
Z10CT13;354;381;5150;-10.0;-10.0;-7.0;;;;;;Bordeaux 245 Rue du Tondu;Sens Entrant;;
Z10CT18;965;800;12202;1.0;0.0;-3.0;;;;;;Bordeaux Béchade après Quintin;Sens Entrant;;
Z10CT6;;;;;;;;;;;;Bordeaux Rue de Pessac après Audeguil;Sens Sortant;;
Z10CT9;713;724;7747;-8.0;-13.0;-12.0;;;;;;Bordeaux Cours Galliéni après Médoquine;Sens Entrant;;
Z11CT1;242;315;3833;14.0;-2.0;-1.0;;;;;;Talence Cours Gambetta avant Lamartine;Sens Entrant;;
Z11CT17;398;373;4659;-6.0;3.0;-3.0;;;;;;Bordeaux Argonne après Bertrand de Goth;Sens Entrant;;
Z11CT7;374;370;4533;-1.0;7.0;3.0;;;;;;Bordeaux Rue St Genès après Ségur;Sens Sortant;;
Z11CT9;756;924;12464;-7.0;-8.0;-9.0;;;;;;Talence Boulevard George V;Sud > Nord;;
Z12CT1;400;453;5818;-4.0;-6.0;1.0;;;;;;Bordeaux Cours de la Somme après Monsarrat;Sens Sortant;;
Z12CT11;552;692;8724;-6.0;-6.0;-4.0;;;;;;Bordeaux 149 Blvd Albert 1er;Nord > Sud;;
Z12CT14;225;352;3184;-16.0;-15.0;-17.0;;;;;;Bordeaux Rue de Bègles après Rue Aupérie;Sens Sortant;;
Z12CT16;392;290;3829;-8.0;-13.0;-10.0;;;;;;Bordeaux Rue de Bègles après Vaucouleur;Sens Entrant;;
Z12CT6;586;518;8773;-8.0;-9.0;-10.0;;;;;;Bordeaux Route Toulouse après Suzon;Sens Entrant;;
Z12CT7;631;617;8795;8.0;1.0;-1.0;;;;;;Bordeaux Cours de la Somme après Brun;Sens Entrant;;
Z13CT1;470;526;9127;;;;;;;;;Bordeaux Blvd Pierre 1er avant Hugo;Nord > Sud;;
Z13CT18;302;332;4990;-7.0;-20.0;-14.0;;;;;;Bordeaux Rue Fondaudège;;;
Z13CT9;189;191;2745;-10.0;-7.0;-10.0;;;;;;Bordeaux Rue Johnston avant Arsenal;Sens Entrant;;
Z14CT1;984;831;13455;-8.0;-2.0;-10.0;;;;;;Bordeaux Blvd Godard avant Trébod;Sud > Nord;;
Z14CT10;1031;1089;15234;-1.0;-4.0;-6.0;;;;;;Bordeaux Blvd A. Daney avant Ravesies;Nord > Sud;;
Z14CT14;563;521;7176;-14.0;-8.0;-11.0;;;;;;Bordeaux Quai Chartrons avant Chantecrit;Sud > Nord;;
Z14CT15;766;880;10982;;;;;;;;;Bordeaux Rue Faure;Sens Sortant;;
Z14CT16;384;385;5810;-5.0;1.0;-6.0;;;;;;Bordeaux Quai de Bacalan après L. Faure;Nord > Sud;;
Z14CT23;533;574;6944;-2.0;-3.0;-8.0;;;;;;Bordeaux Brazza avant le pont;Sud > Nord;;
Z14CT5;534;580;7382;;;;;;;;;Bordeaux Allée de Boutaut;Sens Sortant;;
Z14CT8;1870;2463;27234;-5.0;-1.0;-7.0;;;;;;Bordeaux Blvd A d'Aquitaine après Latule;Sens Sortant;;
Z15CT12;371;324;4690;5.0;5.0;1.0;;;;;;Bordeaux Avenue E. Counord avant Guillemin;Sens Entrant;;
Z15CT14;;;;;;;;;;;;Bordeaux Martinique vers quais;Centre Ville Sortant;;
Z15CT2;286;378;4828;-8.0;4.0;-5.0;;;;;;Bordeaux Cours Portal après Doumer;Sens Sortant;;
Z15CT3;470;466;7119;5.0;0.0;0.0;;;;;;Bordeaux Cours Portal avant Doumer;Nord > Sud;;
Z15CT4;417;393;6197;0.0;-7.0;-6.0;;;;;;Bordeaux Cours de Verdun après Doumer;Nord > Sud;;
Z16CT1;527;521;6131;;;;;;;;;Pessac Avenue Jean Jaurès;Sens Sortant;;
Z16CT12;165;195;1934;;;;;;;;;Pessac Avenue Bougnard;Sens Entrant;;
Z16CT4;425;625;5863;;;;;;;;;Pessac Avenue de Canéjan;Sens Entrant;;
Z16CT9;243;307;2758;-13.0;-11.0;-13.0;;;;;;Pessac Cordier après Cimetière;Sens Sortant;;
Z17CT1;428;463;5601;-5.0;5.0;1.0;;;;;;Talence Cours Gambetta avant Rue Mirabeau;Sens Sortant;;
Z17CT10;1013;1094;14064;;;;;;;;;Talence Cours de la Libération;Sens Entrant;;
Z17CT3;;;;;;;;;;;;Talence Libération avant AvenueMarly;Sens Sortant;;
Z17CT6;433;575;7625;;;;;;;;;Talence 455 Cours de la Libération;Sens Entrant;;
Z18CT10;502;506;6133;-11.0;-15.0;-12.0;;;;;;Gradignan Gal de Gaulle après Rochefort;Sens Entrant;;
Z18CT11;293;257;3242;-14.0;-6.0;-9.0;;;;;;Gradignan F. de Monjous avant de Gaulle;Sud > Nord;;
Z18CT13;285;439;4564;8.0;-4.0;0.0;;;;;;Gradignan Lahouneau avant de Gaulle;Nord > Sud;;
Z18CT4;383;339;4449;-7.0;-8.0;-8.0;;;;;;Gradignan Gal de Gaulle avant place;Sens Entrant;;
Z18CT5;364;435;4992;-7.0;-11.0;-8.0;;;;;;Gradignan Gal de Gaulle avant platanes;Sens Entrant;;
Z19CT14;517;982;11491;;;;;;;;;Villenave d'Ornon bretelle sortie int.;bretelle sortie rocade intérieure;;
Z19CT24;334;232;3393;;;;;;;;;Villenave-d'Ornon Rue Roger Robert;Sens Entrant;;
Z19CT6;540;387;5900;10.0;9.0;6.0;;;;;;Villenave d'Ornon Avenue Georges Clémenceau;Sens Entrant;;
Z19CT9;;;;;;;;;;;;Villenave d'Ornon Leclerc après rocade;Sens Entrant;;
Z1CT13;1731;1370;19951;-6.0;-6.0;-9.0;;;;;;Bordeaux Quai Grave après Allamandier;Sud > Nord;;
Z1CT14;492;529;7394;-4.0;-4.0;-8.0;;;;;;Bordeaux Quai Chartrons apres Hangar 14;Nord > Sud;;
Z1CT16;774;669;9175;-17.0;-6.0;-11.0;;;;;;Bordeaux Quai Chartrons après  Arnozan;Sud > Nord;;
Z1CT6;373;346;5438;-3.0;-6.0;-7.0;;;;;;Bordeaux : Montée Pont de Pierre;Sens Sortant;;
Z1CT9;603;603;8683;-6.0;-6.0;-11.0;;;;;;Bordeaux Quai Chartrons ap Martinique;Nord > Sud;;
Z20CT3;473;620;7023;;;;;;;;;Bordeaux Avenue du Maréchal de Lattre de Tassigny;Sens Sortant;;
Z20CT6;617;519;7151;-2.0;-4.0;-5.0;;;;;;Bordeaux Avenue Leclerc après St Amand;Sens Entrant;;
Z21CT6;169;205;2352;;;;;;;;;Le Bouscat Avenue de la Libération;;;
Z23CT11;727;939;12207;;;;;;;;;Eysines Avenue du Médoc après G. Saux;Sens Sortant;;
Z23CT12;451;679;8048;;;;;;;;;Le Bouscat Route du Médoc;;;
Z23CT16;435;509;6195;;;;;;;;;Eysines Avenue du Médoc après Lesseps;Sens Entrant;;
Z23CT5;;;;;;;;;;;;Eysines Route de Pauillac avant Médoc;Sens Entrant;;
Z23CT7;556;898;10087;;;;;;;;;Bruges Route du Médoc  avant Hippodrome;Sens Entrant;;
Z24CT1;586;607;6674;-11.0;-5.0;-7.0;;;;;;Eysines Avenue de St Médard après Dubrana;Sens Sortant;;
Z24CT10;554;888;11124;-6.0;2.0;-4.0;;;;;;Mérignac Magudas avant Cigale;Sens Entrant;;
Z24CT14;361;270;5144;32.0;4.0;0.0;;;;;;Le Haillan Mermoz avant Magudas;Nord > Sud;;
Z24CT3;529;627;6443;-8.0;-8.0;-8.0;;;;;;Le Haillan Avenue Pasteur après Los Heros;Sens Sortant;;
Z24CT5;864;766;9140;-10.0;-4.0;-7.0;;;;;;Le Haillan Avenue Pasteur après Los Héros;Sens Entrant;;
Z25CT12;586;721;8160;-10.0;-3.0;-6.0;;;;;;Bordeaux Allée de Boutaut avant Laroque;Sens Sortant;;
Z25CT18;181;402;3014;-15.0;-24.0;-18.0;;;;;;Bordeaux Domergue S>N avant rocade;Sud > Nord;;
Z25CT22;125;229;2716;6.0;-13.0;19.0;;;;;;Bordeaux Brunet  apres Brandenbourg;Sud > Nord;;
Z25CT23;352;350;3997;-7.0;-15.0;-9.0;;;;;;Bordeaux Achard niveau Pourmann;Sens Sortant;;
Z25CT5;384;296;3229;-38.0;-31.0;-32.0;;;;;;Bordeaux Cours Bricaud après Vergne;Sens Sortant;;
Z25CT7;282;822;10481;-23.0;-10.0;-12.0;;;;;;Bordeaux Avenue 40 Journaux après Tobeen;Sens Sortant;;
Z26CT2;607;528;8078;;;;;;;;;Bordeaux Blvd Jean-Jacques Bosc;Sens Entrant;;
Z27CT3;493;665;6957;-2.0;-5.0;-6.0;;;;;;Pessac Pasteur avant l'Alouette;Sens Sortant;;
Z27CT6;1199;993;12940;-6.0;3.0;-5.0;;;;;;Pessac Avenue du Bourghail après Monbalon;Sud > Nord;;
Z27CT7;399;481;4898;-6.0;-17.0;-8.0;;;;;;Pessa Avenue du bourgailh après Socrate;Nord > Sud;;
Z28CT1;234;657;7289;-4.0;1.0;-3.0;;;;;;St Medard Avenue DescaRoutes avant T. Gautier;Sens Sortant;;
Z28CT2;402;1106;10251;-7.0;-5.0;-6.0;;;;;;St Medard Avenue Montaigne avant Turon;Sens Sortant;;
Z28CT5;163;156;1786;;;;;;;;;St Médard Rue Rousseau avant Montesquieu;Sens Entrant;;
Z29CT1;1382;1086;14138;-7.0;-10.0;-8.0;;;;;;Floirac Blvd Entre2Mers avant Monrepos;Sens Entrant;;
Z29CT11;1914;1508;19763;-10.0;-11.0;-11.0;;;;;;Bordeaux Joliot Curie après Trarieux;Sens Entrant;;
Z29CT3;1537;1087;14352;;;;;;;;;Cenon Rue Anatole France;Sens Entrant;;
Z29CT7;609;1191;10673;;;;;;;;;Cenon Rue Anatole France;Sens Sortant;;
Z29CT9;446;320;3932;-16.0;-5.0;-7.0;;;;;;Floirac Dubedout avant Allende;Sens Entrant;;
Z2CT10;405;318;5078;-14.0;-25.0;-20.0;;;;;;Bordeaux Cursol après Pasteur;Sens Entrant;;
Z2CT12;313;272;4189;1.0;-1.0;0.0;;;;;;Bordeaux Pl République vers Albret;Sens Entrant;;
Z2CT13;337;424;5590;-4.0;-1.0;-5.0;;;;;;Bordeaux Pl République vers Cursol;Sens Sortant;;
Z2CT14;109;134;1663;-26.0;-17.0;-19.0;;;;;;Bordeaux Cours mal Joffre vers Burguet;Nord > Sud;;
Z2CT16;469;727;8888;;;;;;;;;Bordeaux Cours V. Hugo;Sens Sortant;;
Z2CT17;436;544;7141;-6.0;0.0;-6.0;;;;;;Bordeaux Cours V. Hugo avant Bir-Hakeim;Sens Sortant;;
Z2CT2;15;19;305;;;;;;;;;Bordeaux Pont de Pierre;Sens Sortant;;
Z2CT21;304;435;5158;-10.0;-5.0;-8.0;;;;;;Bordeaux Descente => Allamandier;Bretelle N>S Descente => Allamandier;;
Z2CT22;105;96;1534;-27.0;-20.0;-23.0;;;;;;Bordeaux Descente => poRoute Cailhau;Bretelle S>N Descente => porte Cailhau;;
Z2CT3;524;539;8463;-2.0;-7.0;-10.0;;;;;;Bordeaux Cours V Hugo Bir Hakeim/Rousselle;Sens Entrant;;
Z2CT4;108;197;2603;-5.0;5.0;3.0;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT6;87;99;1434;-30.0;-28.0;-29.0;;;;;;Bordeaux Rue PL Lande sortie Ste Eulalie;Sens Entrant;;
Z2CT9;602;545;8579;-3.0;-3.0;-5.0;;;;;;Bordeaux Cours V. Hugo Ste Catherine;Sens Entrant;;
Z30CT1;;;;;;;;;;;;Mérignac Avenue Kennedy après 4 Chemins;Sens Sortant;;
Z30CT10;255;506;5483;;;;;;;;;Mérignac Avenue de la Somme;Sens Entrant;;
Z30CT11;324;585;6781;-6.0;-5.0;-7.0;;;;;;Mérignac Avenue Somme après Chemin Long;Sens Entrant;;
Z30CT13;473;501;6453;;;;;;;;;Mérignac Avenue Mendès-France;Sud > Nord;;
Z30CT14;486;519;6377;;;;;;;;;Mérignac Avenue Mendès-France;Nord > Sud;;
Z30CT16;394;405;5216;-10.0;3.0;-2.0;;;;;;Mérignac Avenue Mendès-France;Nord > Sud;;
Z30CT24;150;233;1876;-5.0;-11.0;-5.0;;;;;;Mérignac Eyquems avant Rue Bourly;Sens Entrant;;
Z30CT9;552;442;6458;-15.0;-9.0;-15.0;;;;;;Mérignac Avenue de la Marne après M. France;Sens Sortant;;
Z31CT2;503;900;9546;13.0;-3.0;-4.0;;;;;;Bassens Côte de la Garonne;Nord > Sud;;
Z31CT4;216;321;4713;28.0;4.0;6.0;;;;;;Bassens Sortie autoroute Ech. 2;Bretelle Sortante Nord;;
Z3CT11;455;452;7286;8.0;9.0;4.0;;;;;;Bordeaux Cours Marne après Capucins;Marne vers Victoire;;
Z3CT3;;;;;;;;;;;;Bordeaux Cours Pasteur vers Victoire;Nord > Sud;;
Z3CT4;;;;;;;;;;;;Bordeaux Cours Libération Rodesse/Tondu;Libération vers Victoire;;
Z3CT5;475;522;7823;;;;;;;;;Bordeaux Cours Briand;Vers Victoire;;
Z3CT6;324;305;3910;-19.0;-16.0;-16.0;;;;;;Bordeaux Cours Argonne avant Millière;Sens Entrant;;
Z4CT1;690;600;9493;-7.0;-11.0;-8.0;;;;;;Bordeaux Cours de Verdun angle d'Aviau;Nord > Sud;;
Z4CT10;215;201;2990;-16.0;-6.0;-13.0;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z4CT18;707;639;9263;-8.0;-7.0;-11.0;;;;;;Bordeaux Cours Clémenceau avant Buffon;Sud > Nord;;
Z4CT19;286;302;4685;3.0;25.0;22.0;;;;;;Bordeaux Rue N.-Pénard après Michelet;Nord > Sud;;
Z4CT24;174;257;2471;-12.0;-8.0;-19.0;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Sortant;;
Z4CT6;305;258;3957;-5.0;-7.0;-8.0;;;;;;Bordeaux Rue Bonnac après Lateulade;Sens Entrant;;
Z4CT7;381;318;5783;6.0;-1.0;5.0;;;;;;Bordeaux Cours N. Pénard après Albret;Sud > Nord;;
Z5CT11;452;372;6022;-5.0;-7.0;-8.0;;;;;;Bordeaux Rue Peyronnet après Tauzia;de Tauzia > Marne;;
Z5CT12;64;99;1054;;;;;;;;;Bordeaux Cours de la Marne après Malbec;Nord > Sud;;
Z5CT13;295;304;5247;-14.0;-17.0;-14.0;;;;;;Bordeaux Cours de la Marne avant Meunier;Nord > Sud;;
Z5CT2;1766;1808;20536;-8.0;2.0;-6.0;;;;;;Bordeaux Blvd Moga;Nord > Sud;;
Z5CT3;;;;;;;;;;;;Bordeaux Quai Souys  Vailllant/Guesde;Quais rive Droite Sud > Nord;;
Z5CT4;766;556;7426;-9.0;-7.0;-8.0;;;;;;Bordeaux Quai Souys Mattéoti/Sembat;Quais rive Droite Sud > Nord;;
Z6CT10;864;763;10376;-3.0;-8.0;-8.0;;;;;;Mérignac Avenue d'Arès après Mondésir;Sens Entrant;;
Z6CT11;783;731;10066;-3.0;-5.0;-7.0;;;;;;Bordeaux : Avenue d'Arès après Schrader;Sens Entrant;;
Z6CT2;1030;896;14497;-10.0;-9.0;-11.0;;;;;;Bordeaux Blvd Wilson après Judaique;Boulevards Nord > Sud;;
Z6CT3;876;995;14453;-27.0;-26.0;-27.0;;;;;;Bordeaux Blvd Antoine Gautier avant Arès;Boulevards Sud > Nord;;
Z7CT13;175;124;1796;-5.0;2.0;-9.0;;;;;;Mérignac Tassigny après Aimé Césaire;Sens Sortant;;
Z7CT7;388;293;3972;-14.0;-1.0;-7.0;;;;;;Mérignac Avenue Libération après Truc;Nord > Sud;;
Z8CT1;291;255;2904;;;;;;;;;Bordeaux Pont de Pierre après Stalingrad;Sens Entrant;;
Z8CT15;334;591;5545;-8.0;-11.0;-10.0;;;;;;Bordeaux Rue Sem;Nord > Sud;;
Z8CT17;574;477;7560;-12.0;-14.0;-13.0;;;;;;Bordeaux Rue Carnot;Sens Entrant;;
Z8CT4;335;282;4195;-3.0;-4.0;-8.0;;;;;;Bordeaux Avenue Thiers après Galin;Sens Entrant;;
Z8CT6;479;330;5722;-15.0;-21.0;-14.0;;;;;;Cenon Avenue J. Jaurès après Paigne;Sens Entrant;;
Z8CT9;400;506;6975;;;;;;;;;Cenon Avenue Jean Jaurès;Sens Sortant;;
Z9CT11;676;685;10026;-7.0;-4.0;-6.0;;;;;;Bordeaux Blvd G. Pompidou après Doumerc;Sens Sortant;;
Z9CT12;534;520;7476;0.0;0.0;-2.0;;;;;;Bordeaux Blvd Geoges Pompidou / Doumerc;Sens Entrant;;
Z9CT14;450;466;6750;-5.0;-1.0;-3.0;;;;;;Mérignac Avenue de Peychotte avant Riaud;Sens Entrant;;
Z9CT15;498;342;5892;-2.0;-11.0;-6.0;;;;;;Mérignac Avenue Mitterrand après A. Chemin;Sens Entrant;;
Z9CT7;594;489;6749;10.0;5.0;5.0;;;;;;Bordeaux 154 Rue d'Ornano après Héron;Sens Entrant;;
Z9CT8;467;543;7166;-15.0;-13.0;-14.0;;;;;;Bordeaux 130 Avenue Larminat après Sourdis;Sens Sortant;;
Z1CT12;;;;;;;;;;;;Bordeaux Quai Ste Croix après P. Monnaie;Nord > Sud;;
Z17CE;;;;;;;;;;;;Gradignan 14 Rue Naudet;Sens Entrant;;
Z17EE;;;;;;;;;;;;Talence 42 Rue Lamartine;Sens Entrant;;
Z17ES;;;;;;;;;;;;Talence 42 Rue Lamartine;Sens Sortant;;
Z17CT12;;;;;;;;;;;;Talence Rue Lamartine avant Paré;Sens Entrant;;
Z05CE;;;;;;;;;;;;Bordeaux Pont St jean;Sens Entrant;;
Z05CS;;;;;;;;;;;;Bordeaux Pont St jean;Sens Sortant;;
Z19CT1;;;;;;;;;;;;Bègles Route de Toulouse après Sévène;Sens Sortant;;
Z3CT15;;;;;;;;;;;;Bordeaux Rue St. Nicolas, avant Somme.;Argonne > Somme;;
Z3CT7;;;;;;;;;;;;Bordeaux Cours Somme après Lafontaine;Sens Entrant;;
Z05AS;203;403;4335;-4.0;-10.0;-2.0;532;-1.0;45;3.11;;Bègles Quai Wilson;Sens Sortant;;
Z05BS;429;908;8253;-9.0;-3.0;-8.0;832;-2.0;42;29.63;;Bordeaux Quai Souys (près Rue Bergès);Sens Sortant;;
Z07BE;288;379;4677;-30.0;-11.0;-6.0;4;;34;;;Mérignac 20 Avenue du Chut;Sens Entrant;;
